"Author","Article","weight"
"36056","1657951",1
"36056","1662434",1
"360564","1542256",1
"360575","1302488",1
"360661","1533931",1
"36068","1007291",1
"36068","1279536",1
"36068","1394515",1
"36068","940839",1
"361653","1295534",2
"362324","1148682",2
"362324","1367828",1
"362324","1667351",1
"362324","729006",1
"362324","878544",1
"362455","1306733",1
"362455","1313736",2
"362455","1591065",7
"362455","1591066",7
"362455","1591069",6
"362604","1502801",1
"362604","1632873",2
"362604","1677477",2
"362621","1642823",1
"362710","1520105",2
"362910","1318253",2
"363448","1069906",1
"363448","1302488",1
"363448","1507930",1
"363563","1347945",1
"364527","1582623",1
"364546","1468452",1
"364694","1366775",1
"364810","1717751",1
"364810","1718449",1
"364810","1718454",1
"365056","888843",1
"365056","908046",1
"365071","1546904",1
"365240","1608011",1
"365805","1642169",1
"366348","1456594",2
"366451","1643195",1
"366587","1643936",1
"366668","1299991",2
"366668","1371964",1
"366811","1548437",1
"366811","1551201",2
"366811","1577780",2
"366811","1580219",4
"366811","1581555",4
"366811","1612408",2
"366843","1552176",1
"367013","1080908",1
"367013","1080947",1
"367649","1594870",1
"369587","1687804",1
"369587","1724967",1
"369587","1726218",1
"369782","1612404",1
"37066","1572042",1
"370668","1554451",1
"371080","1070292",1
"371635","1311622",1
"371707","1542702",1
"371838","1135984",14
"371838","1136002",14
"372018","1305628",1
"372651","1267446",1
"372677","1691843",1
"372721","1263823",1
"372721","1295348",1
"372721","1373590",1
"372876","1664049",2
"373988","1138244",1
"374071","1555722",3
"374406","1572042",2
"374518","1396375",1
"374753","1600550",1
"374769","1004423",1
"374769","1004425",1
"374769","1004855",1
"374864","1148682",2
"374864","1245270",2
"374864","1347949",3
"374864","976864",2
"374864","986191",1
"374999","1575942",1
"375630","1114154",1
"375701","1120810",2
"375701","1168300",1
"375701","1202882",2
"375701","1256380",1
"375701","1264883",1
"375701","1296733",3
"375701","1349357",3
"375701","1354677",5
"375701","1392211",4
"375701","1501144",3
"375701","1503427",1
"375701","1507291",2
"375701","1526872",2
"375701","1543482",1
"375701","1559880",2
"375701","1561229",2
"375701","1574342",2
"375701","1583985",2
"375701","1616255",1
"375701","1619819",4
"375701","1622805",2
"375701","1625829",1
"375701","1670930",2
"375701","1677965",1
"375773","1268382",1
"375773","1336045",1
"375773","1396375",2
"375773","1437002",2
"376120","1082743",1
"376120","842475",1
"376263","1702418",1
"376504","1336045",3
"377634","1549807",2
"378127","1448370",1
"378127","1448371",1
"378450","1096047",1
"378613","1545103",1
"379194","1162526",1
"379194","1224653",2
"380267","1002833",1
"380297","1531942",1
"380750","1450445",1
"381131","1508835",1
"381131","937085",1
"381278","1692020",1
"381562","1508840",1
"381567","1396094",1
"381742","1395007",3
"381742","1395009",3
"381808","1317074",1
"382903","1084101",1
"382967","1084091",1
"382967","1084101",1
"382967","1090555",1
"382968","1084091",1
"382968","1090555",1
"383355","1550985",1
"383666","1308891",1
"383666","1308893",1
"383666","1309011",1
"383666","1669300",1
"383681","1176188",1
"383681","1289565",1
"383681","1632167",1
"383747","1612404",2
"383976","1542897",1
"384008","1100063",1
"384430","1295534",1
"384430","1295564",1
"384430","1295585",1
"384430","1579774",1
"384430","1691235",1
"384501","1264108",1
"384828","1136197",1
"384828","1474961",1
"384828","1478796",1
"384828","1489241",1
"384950","1577984",1
"385378","1023021",2
"385449","1498867",1
"385634","1245270",1
"386431","1274732",2
"386431","1308454",2
"386431","1328628",1
"386877","1008192",1
"386877","1121232",1
"386877","1360981",2
"386877","1556269",1
"387257","1298492",1
"387302","1525681",1
"388338","1263682",1
"389015","1550985",1
"389354","1553005",1
"390378","1559196",1
"390378","1564285",1
"390619","1708022",1
"39136","1713540",1
"391778","1154168",1
"392034","1520105",2
"392698","1302488",1
"393532","1098934",1
"39381","1112064",2
"39401","1594870",1
"394734","907403",1
"396265","1548544",1
"396292","1711235",1
"39709","1148284",2
"39709","1615224",1
"39896","1678191",1
"399514","1533931",1
"399751","1458822",1
"400055","1336045",2
"400055","1437002",2
"400268","1015863",1
"400268","1369681",2
"400268","1544745",1
"400268","1556113",1
"400268","1577167",2
"400520","921121",1
"400527","1341322",1
"400639","1542897",1
"400641","1561229",1
"400641","1574342",1
"400641","1583985",1
"400641","1625829",1
"400897","1533931",1
"401967","811447",1
"402","1096057",1
"402","1135211",1
"402","1499663",1
"402","1615496",1
"402488","1325510",1
"402488","1578668",1
"402574","1632161",1
"403698","1569302",1
"404054","1475042",1
"405021","1148682",1
"405021","1349218",1
"405021","1351765",1
"405021","1647178",1
"405021","1647664",1
"405809","1591215",1
"405813","977547",1
"407916","1599563",1
"408786","1642172",1
"409010","1578668",1
"410858","1592244",1
"410868","1080908",1
"411559","1069906",3
"411559","1300126",1
"411559","1485175",2
"412104","1622750",2
"41218","1505118",1
"413634","1044261",1
"413634","1516709",1
"413634","1573663",1
"413634","1611818",1
"41445","439590",1
"414707","1578850",1
"414774","1645273",4
"414774","1664049",3
"415921","1561769",1
"416315","1533931",1
"416851","1394515",1
"416851","1401580",1
"417716","621761",1
"418146","1028724",1
"418146","1512431",1
"418212","1124809",1
"418212","898642",1
"418279","1680105",1
"418631","1307223",1
"420684","1244222",1
"42480","1022111",8
"42480","1022114",9
"42480","1022121",7
"42480","1028682",1
"42480","1028849",5
"42480","1148682",1
"42480","1291853",1
"42480","1437204",1
"42480","1580225",1
"42480","1588296",1
"425153","1292594",1
"426288","1323853",1
"426568","905661",1
"426704","1485175",1
"426704","1548437",1
"42707","1369681",1
"42707","1456753",2
"42707","1546904",1
"42753","1578668",1
"428134","1287160",1
"428134","1287181",1
"428134","1646932",1
"430557","1545391",1
"431037","1245382",1
"431242","1542897",1
"431266","1009224",3
"431266","1112064",1
"431266","1267446",1
"431266","1615224",2
"431472","1318253",1
"431480","1331317",1
"432033","1581555",2
"432137","1351612",1
"432562","1356817",1
"433651","1531942",1
"433651","1545103",2
"434111","1633436",1
"434480","1639828",1
"434782","1261193",1
"435055","1023021",1
"435055","1642070",1
"435174","1507930",2
"435820","1121003",1
"435824","1121003",1
"436066","1156685",1
"436066","1256380",1
"43702","1578668",1
"437133","1265529",2
"437133","1270637",1
"437133","1334382",1
"437133","1345846",1
"437133","1346934",1
"437133","1431584",1
"437133","1472068",1
"437133","989984",1
"437426","1088202",2
"437426","1127871",1
"43780","1649894",1
"438062","1548437",1
"438606","1349218",1
"439564","1367828",1
"439564","1667351",1
"439573","1483790",2
"439573","1622750",1
"439658","1727699",1
"439658","1728960",1
"439658","1728974",1
"440142","1112064",1
"440142","1267446",6
"440142","1437002",1
"44153","1485175",1
"44153","1548437",1
"441808","1138630",1
"442324","1572042",1
"44300","1369681",1
"44300","1522367",1
"44300","913053",1
"44300","953354",1
"443209","1353803",1
"445477","1122723",1
"445477","1156757",1
"44551","1306733",1
"44551","1615224",1
"44551","1719707",1
"44552","1306733",2
"445620","1533931",1
"446052","1274732",2
"446052","1308454",2
"447577","1339863",1
"447651","1307223",1
"447875","1667463",1
"448189","1082870",1
"449598","1369681",1
"44973","1127871",1
"44973","931007",1
"450188","1574162",1
"450192","1533931",1
"450502","1619359",1
"450862","1022367",1
"45121","225784",1
"451433","1533931",2
"45245","1082743",1
"45245","1513737",1
"45245","842475",1
"453088","1264883",1
"453088","1296733",1
"453088","1349357",5
"453088","1354677",1
"453088","1392211",1
"453088","1501144",2
"453088","1507291",1
"453088","1561229",1
"453088","1574342",1
"453088","1619819",1
"453088","1625829",7
"453088","1670930",2
"453088","1684720",1
"45380","1507930",1
"454290","1120065",1
"45442","1331317",1
"45442","1346934",2
"45442","1437002",1
"454838","1572042",1
"455319","1140333",2
"455749","1531942",1
"455978","1311720",1
"455978","1554886",1
"455978","1566820",1
"455978","1615375",1
"455978","1662434",1
"456087","1520105",1
"456803","808324",1
"457773","1150865",1
"458079","1302488",1
"458089","1578850",1
"458326","1369681",2
"458938","1449042",1
"459724","1692167",2
"460368","1157217",1
"462182","1120810",1
"462182","1202882",1
"462547","1579090",1
"462547","1580265",1
"463194","1516048",1
"463194","1516062",1
"463194","1517896",1
"463194","1517930",1
"463194","1519666",2
"463194","1522882",1
"463194","1522927",2
"463194","1526230",1
"463194","1528722",1
"463194","1529051",1
"463216","1648969",1
"464310","924278",1
"464921","1331317",2
"464921","1372214",1
"465","978773",1
"465299","1029317",1
"465299","1371832",1
"465299","1693876",1
"46645","1507930",1
"466625","1432425",1
"466937","1330243",1
"466937","1653511",1
"467081","1691380",1
"46787","1462000",1
"46787","1516230",1
"46787","1518754",1
"46867","1705749",1
"468755","1643125",1
"468918","1433671",1
"469177","1533931",2
"469730","1502801",2
"469919","1133550",1
"469919","1359801",1
"47087","1623967",1
"471689","1009224",2
"471689","1437002",1
"47243","1531477",1
"472538","1347945",1
"473884","1695391",1
"47441","1130262",1
"47571","1477247",1
"475919","1260047",2
"476025","900216",1
"476025","903821",1
"476025","958469",1
"476798","1545391",1
"476960","1292585",1
"47707","1722792",1
"477476","1315926",1
"47780","1533931",1
"478011","1080607",1
"478011","1080662",1
"478011","939610",1
"47903","1435575",1
"47903","1436488",1
"47903","1437967",1
"47903","1475042",1
"479347","1157216",1
"47938","1256380",1
"47938","1264883",2
"47938","1296733",2
"47938","1306733",1
"47938","1311622",2
"47938","1349357",2
"47938","1354677",1
"47938","1470945",1
"47938","1501144",2
"47938","1507291",2
"47938","1526872",1
"47938","1543482",2
"47938","1561229",2
"47938","1574342",2
"47938","1583985",1
"47938","1594764",2
"47938","1619819",2
"47938","1625829",1
"47938","1670930",2
"47938","1718548",1
"48053","1366247",3
"48063","1615224",1
"481396","1649643",2
"48141","1484316",1
"482100","1000394",1
"482169","1531626",1
"48283","1687881",1
"48283","1690595",1
"482957","1212661",1
"48296","1691824",1
"483508","1317086",1
"484712","1644142",1
"485205","1302488",1
"485773","958040",1
"48596","1443400",1
"486027","1544463",1
"486789","1112064",1
"486789","1267446",2
"486858","1531477",1
"487519","1022114",1
"487519","1437204",1
"487519","1580225",1
"487520","1022111",4
"487520","1022114",2
"487520","1028849",2
"487520","1437204",1
"487520","1580225",1
"487863","1062044",1
"487950","743584",1
"488","1578668",1
"489788","1433513",1
"490070","1486391",1
"491678","1023021",1
"492071","1317086",3
"492087","1556555",1
"492322","1261343",1
"492639","925719",1
"492673","1162025",1
"493741","1578850",1
"493762","1300126",2
"493785","1262248",1
"49429","1556555",1
"494942","1615648",1
"495010","1573436",1
"495752","1099180",7
"495752","1259950",2
"495752","1264883",6
"495752","1292164",2
"495752","1292446",2
"495752","1296733",1
"495752","1334382",1
"495752","1354677",1
"495752","1396754",1
"495752","1507291",5
"495752","1510398",1
"495752","1538022",1
"495752","1542897",2
"495752","1574342",1
"496059","1285781",1
"496059","1549804",1
"496059","950428",1
"49680","1318253",1
"497305","1062050",1
"49732","1578481",1
"498181","1642196",1
"49895","1096057",1
"49895","1135211",1
"49895","1499663",1
"49895","1615496",1
"499289","1696312",1
"499709","947151",1
"50000","1329330",1
"50000","1331317",1
"50000","1372214",1
"500095","1235742",2
"500095","1402265",1
"500095","997485",1
"500200","1542107",1
"501038","1269930",1
"501654","1580809",1
"501800","1120845",1
"50285","1069906",1
"50285","1300126",1
"50323","1548967",1
"50323","1548969",1
"503730","1450569",1
"503730","1644017",1
"50380","1296023",1
"50380","1692537",1
"503811","1449856",1
"505594","1156724",1
"50700","1533931",2
"507345","1711582",1
"50796","1556550",1
"508790","1330243",1
"508790","1353803",1
"508791","1609452",1
"509267","1531942",1
"50935","1431070",2
"509406","1661963",1
"510012","1503427",2
"510221","1113262",1
"510221","1324584",1
"510356","1627695",1
"510955","1268322",1
"510955","1308454",1
"510955","1328628",1
"510955","1622823",1
"510999","1578668",1
"511410","1450518",1
"511670","1369831",1
"512279","1525681",2
"512971","1457040",1
"513752","1615955",2
"514320","1162275",1
"514320","1359869",1
"514946","1636377",1
"515315","1120845",3
"515315","1127052",1
"515315","1427590",1
"51598","226932",1
"51598","722489",1
"51643","1572042",1
"51644","1572042",1
"516849","1114154",1
"517591","1480291",2
"518280","1127052",9
"518280","1427590",7
"518367","1558202",1
"518759","1157225",1
"518770","1127052",2
"518770","1427590",1
"518812","951934",1
"519941","1628765",1
"519947","1437526",1
"520540","1437002",1
"520540","1531942",2
"520540","1545391",2
"520540","1572441",2
"520540","1582647",1
"520540","1594870",2
"521461","1545103",1
"521461","1553005",2
"522295","1695234",1
"522625","1395679",1
"522625","1573663",1
"522647","1120810",2
"522647","1265529",1
"522647","1293005",1
"522647","1334382",1
"522647","1396754",2
"522647","1561229",1
"522647","1666977",1
"522682","1580402",1
"522704","1270865",1
"522704","1270903",1
"522704","1330243",1
"522749","1328628",2
"52316","1507930",1
"52330","1129237",1
"52344","1325510",3
"524297","1542699",1
"524859","1684545",1
"524983","1162526",2
"524983","1224653",1
"525529","1615693",1
"526500","1533931",1
"526506","1311597",1
"529123","1565292",1
"529723","1016883",1
"530154","1236342",1
"530993","1502987",1
"530993","1502989",1
"530993","1502994",1
"532714","1579773",2
"532843","1503923",1
"532843","1585800",1
"534841","1668687",1
"53555","1475042",1
"535998","1707946",1
"537209","1546344",1
"537254","1148415",1
"537254","1525272",1
"537254","1561229",1
"537254","1574342",1
"537254","1583985",2
"537602","1162526",1
"537602","1224653",2
"537602","1559840",1
"537602","1559880",1
"537602","902806",1
"537751","1549669",1
"538742","1526677",1
"539102","1531942",1
"539102","1703426",1
"539731","1431070",3
"539738","1134123",1
"541061","1622805",1
"54135","1577167",1
"541668","1611546",1
"541668","1611548",1
"541668","1611560",1
"543322","1656598",1
"543325","1651979",1
"543396","1270623",1
"543414","1265529",1
"543414","1270637",1
"543414","1334382",1
"543414","1472068",1
"544246","873147",1
"545624","1130219",1
"54595","1555492",1
"546230","1155920",1
"548644","1149875",1
"548644","1155678",1
"548644","1619502",1
"548914","1591065",2
"549727","1551962",1
"549727","1551963",1
"549727","1551968",1
"549727","1551969",1
"549727","1594858",1
"549727","1633912",1
"549834","1167783",1
"550082","1592244",1
"550582","1632873",1
"55273","1632873",2
"553959","1559910",1
"556080","1603679",1
"556088","1298547",1
"556403","1487663",1
"55641","1465214",1
"557106","1223727",2
"557106","1256380",6
"557106","1286624",1
"557106","1354677",2
"557106","1392211",1
"557106","1398462",2
"557106","1404574",2
"557106","1526872",2
"557106","1659824",1
"557197","1292059",1
"557197","1298939",1
"557992","998031",1
"558093","1083387",1
"558093","1083391",1
"558093","1257942",1
"558093","1696112",1
"558093","1696155",1
"558721","1579906",1
"55977","1580219",1
"55977","1622823",1
"560489","1475087",1
"56060","1004423",2
"560669","1261194",1
"56098","1581689",1
"56125","1030045",2
"56125","1148682",2
"56125","1167783",2
"56125","1245270",2
"56125","1291571",1
"56125","1292059",1
"56125","935319",1
"56125","976864",1
"562689","898642",1
"563829","870628",1
"563829","937083",1
"563830","870628",1
"563830","937083",1
"563939","1705495",1
"56460","1475042",2
"564939","1322486",3
"564939","1449505",2
"564939","1641803",1
"565608","1520105",1
"56608","1112064",4
"56608","1117613",5
"56608","1267446",6
"56608","1437002",1
"566177","1676865",2
"568522","1475042",1
"568731","1594386",1
"568955","1672555",1
"569172","1023988",1
"569172","1153428",1
"569178","1449387",1
"569178","1513737",1
"569178","1615764",1
"569455","1114117",1
"569465","1451596",1
"569493","1264883",1
"569512","1531477",1
"571036","1321034",1
"572446","1533931",1
"572687","1699208",1
"573369","1663959",1
"573672","1545103",1
"573672","1553005",2
"573930","915663",1
"574978","1011230",2
"574978","876962",1
"574980","876962",1
"574982","1011230",1
"574982","876962",1
"574984","1011230",1
"574984","876962",1
"574985","876962",1
"575558","1483790",1
"575760","1536497",1
"575760","1574814",1
"575760","1574817",1
"575917","1149367",1
"576037","1677307",1
"576870","1510207",1
"577667","1700344",1
"578113","1500663",1
"578998","1531703",2
"579095","1148284",1
"579095","1626026",1
"579219","901775",1
"579301","1578850",1
"579709","1443769",2
"579709","1485175",1
"579709","1701486",1
"580185","1695730",1
"580239","1578668",1
"580803","1496680",1
"580803","1512480",1
"581059","1129467",1
"58114","902373",1
"582100","1646075",1
"582100","1683523",1
"582374","1477247",1
"582530","1099988",1
"582820","1657892",2
"58438","1313020",1
"58480","938371",1
"585187","1303514",1
"58675","1318253",1
"588131","1476518",1
"588514","1019862",1
"588514","1019863",1
"588514","1155789",1
"589402","1526872",1
"589402","1549807",2
"589775","1507930",1
"590812","1235742",2
"590860","1701863",1
"590860","1701891",1
"591612","1336282",1
"592497","1578481",1
"592602","1693772",1
"593265","1403091",1
"594823","1673550",1
"595692","1308168",1
"599006","1277529",1
"599006","1277583",11
"599006","1291571",10
"599006","1292059",11
"599006","1292116",9
"599006","1292164",7
"599006","1292604",1
"599006","1460938",2
"599006","1485056",1
"599006","1485175",4
"599006","1485251",1
"599006","1485844",1
"599006","1701486",1
"599492","913053",1
"59982","1578850",1
"600816","1030117",2
"600816","1130262",1
"600940","1361943",1
"602152","1318253",1
"604490","1398462",2
"604523","1657892",1
"60508","1582647",2
"60530","1552174",1
"60530","1552176",1
"605390","1490701",1
"605390","1490747",1
"607476","1272023",1
"607476","1424408",1
"607476","1689153",1
"607904","1691822",1
"609656","1089160",1
"609833","1542699",1
"611774","1330243",3
"612711","1286893",1
"613754","1245682",1
"615622","1711235",1
"616080","1708022",1
"618200","1545391",1
"618200","1546235",1
"621884","1658923",1
"621899","1025857",1
"622819","1263579",1
"622819","1263624",1
"623296","1270737",1
"623377","1202882",1
"623498","1127984",1
"623866","1633563",1
"624412","1154025",1
"624412","1274332",1
"624412","1497033",1
"625459","1266969",1
"625459","1266970",1
"625600","1344491",1
"625600","1349281",1
"625600","1689616",1
"626066","1282197",1
"628176","1331317",2
"628654","901775",1
"628661","901775",1
"628662","901775",1
"629091","1621057",1
"63048","1533931",1
"632385","1450542",1
"632385","975158",1
"63368","1572042",1
"633741","1329244",1
"634010","1534591",1
"634010","1534620",1
"634202","1324555",2
"634711","1632162",1
"634776","1458825",1
"634888","1318253",1
"634905","1627998",1
"634962","1125846",1
"634962","1198762",1
"634962","1228342",1
"634962","1404574",2
"634987","1083387",1
"635275","1458822",1
"635281","905661",1
"635316","1008024",1
"635316","1531753",1
"635316","1531762",1
"635316","1586831",1
"636026","1397210",1
"636196","1591033",1
"637792","1119171",1
"638176","907196",1
"638180","907201",1
"638308","1200862",1
"638308","1437878",1
"638380","1582647",8
"63865","1546904",1
"63865","1577167",2
"638855","1461099",1
"639212","1096057",1
"639212","1135211",1
"639212","1499663",1
"639212","1615496",1
"640303","1065950",1
"640389","1716629",1
"640389","1716674",1
"641077","1547773",1
"64108","1298646",1
"64108","1475042",1
"64108","1612404",1
"641548","1572441",2
"642435","1715227",1
"643134","1202882",1
"643135","1202882",1
"643937","1360981",2
"643937","1648631",1
"643937","1649170",1
"643937","1649171",1
"643937","1649172",1
"64418","1643267",1
"645904","912736",1
"646415","1649643",1
"646564","1489615",1
"646564","1711448",1
"646783","1080908",1
"646783","1080947",1
"646882","1302488",1
"647124","913733",1
"647124","913742",1
"647124","930573",1
"647985","1141525",1
"648464","1093468",1
"649137","1308454",2
"649137","1328628",2
"649202","1576346",1
"649251","915731",1
"649253","1157218",1
"649253","1260416",1
"649253","1456594",1
"649253","1502801",1
"649253","1591065",1
"649257","915738",1
"649263","1157207",1
"649277","1576343",1
"649284","1157193",1
"649295","1551487",1
"649295","1593655",1
"649299","1575972",1
"649861","1099442",1
"649958","1564627",1
"649997","916215",1
"650002","916231",1
"650006","916239",1
"650007","916240",1
"65102","1578850",1
"651643","917441",1
"652307","1088202",5
"652307","1127871",5
"652307","1162526",1
"652307","1167783",2
"652307","1224653",2
"652307","1271772",1
"652307","1271773",1
"652307","1271775",1
"652596","1280218",7
"652688","918042",1
"653129","1711609",1
"653145","1693974",2
"654567","1449145",1
"654567","1531915",1
"654567","1531942",1
"65568","1311622",2
"65568","1369681",2
"65568","1578668",1
"655976","1260047",1
"655981","1503427",2
"656164","1623682",1
"656164","1627346",2
"656574","1130262",1
"656901","1593269",2
"657171","953354",1
"658415","1302488",2
"659056","1647796",1
"659080","1545103",1
"659080","1594870",1
"659209","1449352",1
"659437","1427590",2
"660602","1148284",2
"662663","1147342",1
"662663","1296733",1
"662672","1437002",1
"662699","1590345",1
"664208","1296023",1
"664208","1692537",1
"664935","1472068",1
"666236","1159125",1
"666236","1485175",2
"667557","1346910",1
"669986","1360981",2
"670050","1580349",1
"670462","1567534",1
"671085","1516048",14
"671085","1516062",14
"671085","1517405",14
"671085","1517896",14
"671085","1517919",14
"671085","1517930",14
"671085","1518965",14
"671085","1519666",14
"671085","1522882",14
"671085","1522927",14
"671085","1523850",2
"671085","1525149",14
"671085","1526230",14
"671085","1528722",14
"671085","1529051",14
"671085","1552861",14
"671085","1570354",14
"671085","1574330",14
"671085","1616936",1
"671085","1622544",1
"671085","1634404",1
"671085","1649180",1
"671085","1691380",1
"671085","1692167",1
"673308","1138673",1
"673337","1550336",1
"677127","1330243",1
"677215","1300126",1
"677218","1402403",1
"677218","1728667",1
"680318","1550510",1
"680654","1684034",1
"680833","1261194",1
"680833","1336045",1
"681848","1347700",1
"682435","932514",1
"682798","1293000",1
"682798","1301721",1
"682994","1565464",1
"682994","1565465",1
"682994","1565467",1
"682994","1565472",1
"682994","1565478",1
"682994","1566782",1
"682994","1566786",1
"683534","1469203",1
"684673","1639855",1
"68608","1099180",1
"687158","1594870",1
"687159","1684382",2
"688955","1261194",2
"688955","1512817",1
"688955","1529184",1
"689143","1533931",2
"691827","1111768",1
"692329","1224653",1
"693006","1438062",1
"693405","1006805",1
"693405","1092933",1
"693708","1597795",1
"694258","1582647",2
"695830","1640191",1
"695830","1640197",1
"695830","1640223",1
"695830","1640248",1
"695830","1651095",1
"695830","1673556",1
"695830","1673559",1
"695830","1673582",1
"695830","1681496",1
"695830","1707713",1
"699280","984686",1
"700369","1347700",1
"701993","1349631",1
"701993","1425543",1
"701993","1488290",1
"702168","1706280",1
"702559","1436584",2
"702713","1392211",1
"702904","1585445",1
"703904","1711582",1
"704189","1156303",3
"704189","1263300",8
"704585","1545103",1
"704588","937085",1
"705530","1642174",1
"706881","1668423",2
"710391","1567082",1
"710980","1090362",1
"711677","1267654",1
"71317","1374162",8
"71317","1374164",7
"714908","1726952",1
"715806","1714828",1
"716179","1515204",1
"718088","1569313",1
"718088","1623682",1
"72067","1580293",1
"720875","1423726",1
"721161","1437101",1
"721161","1567996",1
"722235","1313736",1
"722235","1553624",1
"724312","1580294",1
"72464","1546904",1
"725234","940839",1
"725441","1080947",1
"725447","1641439",1
"725778","1543793",1
"726071","1663959",1
"726603","1304626",1
"72668","1369681",1
"727197","1451646",2
"727719","1489183",1
"727719","1504369",1
"727719","1531895",1
"727719","1597529",1
"727719","1603676",1
"727719","1623573",1
"727719","1649876",1
"727719","1672966",1
"727719","1687476",1
"727719","1700867",1
"728527","1081485",1
"728527","1088250",1
"728527","1125822",1
"728527","1248662",1
"728694","1472349",1
"730307","1265529",1
"730307","1472068",2
"730703","1572113",1
"730915","1065913",1
"731088","1644255",1
"732455","996531",1
"733426","1073982",1
"733646","1697982",1
"735733","1450585",1
"735733","1641730",1
"735733","1643158",1
"735878","1528198",1
"736141","1586963",1
"736816","1108552",2
"736816","1265524",1
"736816","1265529",3
"736816","1266047",1
"736816","1270637",3
"736816","1334382",3
"736816","1472068",1
"736816","1594764",1
"736816","1600250",1
"736816","1619282",1
"736816","1724892",1
"736870","1575973",1
"736870","1682632",1
"73689","1267446",1
"73689","1312082",2
"73689","1328628",1
"738098","1086012",1
"739376","977776",1
"739776","1550985",1
"740036","1322486",2
"740036","1449505",2
"740809","1543106",1
"743570","1623682",1
"743853","1346967",1
"745646","1646322",1
"74639","1318253",2
"746620","1580219",3
"746620","1581555",1
"74923","1462000",1
"74937","1552176",1
"752142","1396754",1
"753213","1486066",1
"753921","1724589",1
"75448","226932",1
"754954","1127871",2
"754975","1557596",1
"75627","1547695",1
"75627","1547940",1
"75633","1542702",1
"757354","1690029",1
"758000","1580261",1
"758153","1302488",1
"758196","1131146",1
"75834","1676414",2
"75848","924490",1
"758560","1594870",1
"759625","1108552",2
"759625","1265529",3
"759625","1270637",3
"759625","1334382",3
"759625","1360981",2
"759625","1472068",3
"759625","1699766",1
"761506","1714238",1
"763685","1163046",1
"763685","1468777",1
"764644","1554065",1
"766425","1548437",1
"766703","1092127",1
"766703","1514435",1
"767542","1259698",1
"767572","1285999",1
"773293","1155671",1
"773875","1716588",1
"774747","1666493",1
"776825","1558950",1
"779803","1285055",1
"779803","1285185",1
"779803","1285367",1
"779803","1286945",1
"779803","1287241",1
"779803","1288629",1
"779803","1561207",1
"779803","1628310",1
"782003","1720108",1
"782146","1525280",1
"782309","1470800",1
"782865","1016011",1
"782865","1148682",1
"782865","1264911",1
"782865","1269982",1
"782865","1726316",1
"782865","1729749",1
"782865","976864",6
"786319","1574547",1
"786319","1574548",1
"786874","1495316",1
"786892","1120810",1
"786892","1619766",1
"788468","1312082",2
"788481","1016011",1
"788481","1148682",1
"788481","976864",2
"788484","1016011",1
"789382","1122406",1
"789383","1225002",1
"789383","1405210",1
"791842","1270717",1
"791913","1678008",1
"793","1003337",1
"793486","979662",1
"794175","1554653",1
"794437","1127052",1
"794437","1427590",1
"796374","1011230",2
"796374","876962",2
"796613","1573494",1
"797751","1299623",1
"798000","1642623",1
"798091","1011230",1
"798091","876962",1
"799839","1317720",1
"80028","1623682",2
"802838","1360981",1
"802928","1159677",1
"802928","1307666",1
"802928","1705508",1
"803828","1313020",1
"803849","984057",1
"805483","976864",1
"80958","1542307",1
"810618","1162526",2
"810618","1224653",2
"811356","1582647",2
"81175","1154561",1
"812464","1223727",2
"812464","1256380",3
"812464","1274963",1
"812464","1354677",2
"812464","1392211",1
"812464","1398462",2
"812464","1404574",2
"812464","1526872",2
"812710","1458824",1
"81453","1577167",1
"81536","1361445",1
"816804","1070289",1
"816995","1438662",1
"816995","1522322",1
"819582","1585524",1
"819769","1615693",1
"820247","1267446",1
"820349","1121403",1
"821035","1030117",1
"821035","1130262",2
"821035","1678765",1
"821584","1661713",1
"821888","1176188",1
"821888","1289565",1
"821888","1574071",1
"822427","1500664",1
"82268","1546235",1
"823849","1555507",1
"824204","1507930",1
"824376","1472552",2
"825054","1437526",2
"825054","1548760",1
"825054","1548763",1
"825651","1263682",2
"827354","1437442",1
"827882","1677506",1
"827918","1082870",1
"82848","1346360",1
"82848","1431070",2
"82848","1502801",1
"82848","1507291",2
"82848","1542897",1
"82848","1577780",2
"82848","1581555",1
"82848","1616255",3
"828597","1562105",1
"82885","1346360",12
"82885","1502801",2
"82885","1594870",1
"82885","1684382",2
"828905","1104176",1
"830720","1157219",1
"831971","1520105",1
"832793","1306733",2
"832793","1311622",2
"832793","1628304",1
"833153","1016890",1
"833403","1279536",1
"833403","1394515",1
"833403","1401580",1
"833659","1621502",1
"833659","1621505",1
"833659","1621507",1
"833659","1621509",1
"833659","1621510",1
"833659","1621511",1
"833659","1621514",1
"833659","1688272",1
"833659","1690242",1
"835394","1336928",1
"83599","1567223",1
"83599","1569098",1
"83599","1569100",1
"83599","912736",1
"836281","1576082",1
"836464","1553015",1
"83651","1167783",2
"83682","1103304",1
"837177","1395007",3
"837177","1395009",3
"837288","1638214",1
"83741","1611731",1
"83784","1292446",1
"838156","1020877",1
"83974","1259950",1
"840488","1523850",1
"841782","1649093",1
"843054","1449105",1
"843155","1690454",2
"844810","1028724",1
"846537","1658695",1
"847253","1555497",1
"847316","1008589",1
"847769","1010522",1
"847777","1005659",1
"847777","1005663",1
"847777","1005668",1
"847777","1005671",1
"847777","1005673",1
"847777","1006068",1
"847777","1144788",1
"847778","1141435",1
"847778","1449293",1
"847778","1450558",1
"849468","1711582",1
"849860","1643928",1
"850441","1266790",1
"851545","1044261",2
